corner_id,corner,temp_c,vin_v,cout,esr_ohm,rload_ohm,t_v04,t_v14,t_startup,vout_max_en,vout_settled,icap_peak_ma,isup_peak_ma,dvout_max,dvout_min,ssr_end,clg_end,vout_pp_late,vout_off_tran,pg_off_tran,ssr_off_tran,clg_off_tran,slope_vpms,t_startup_ms
res_ss_27c_3.30v_1u_0.1_36,res_ss,27,3.30,1u,0.1,36,0.00135738,0.00389343,0.00470518,1.85668,1.77822,105.192,155.078,150.981,-121.796,1.9796,4.11778,0.118094,-2.48938e-09,3.30004,-2.55932e-09,3.93317e-05,0.394314,4.70518
res_ss_27c_3.63v_1u_0.1_36,res_ss,27,3.63,1u,0.1,36,0.00139568,0.00394581,0.00476714,1.8418,1.80935,119.642,169.825,171.042,-236.968,1.97995,2.85878,0.0863449,8.37743e-09,3.63003,3.5123e-09,2.85298e-05,0.392137,4.76714
sf_-40c_2.97v_1u_0.1_36,sf,-40,2.97,1u,0.1,36,0.00116982,0.00345538,0.00417173,1.88789,1.79618,146.478,196.582,201.826,-106.59,2.17084,2.67651,0.154043,6.80004e-10,2.97001,7.84362e-09,6.17825e-06,0.43753,4.17173
sf_-40c_3.30v_1u_0.1_36,sf,-40,3.30,1u,0.1,36,0.00120172,0.00350362,0.00423338,1.88322,1.80678,182.623,232.865,265.22,-129.468,2.19473,3.66747,0.151805,6.28774e-09,3.3,1.02026e-08,7.46654e-07,0.434424,4.23338
sf_-40c_3.63v_1u_0.1_36,sf,-40,3.63,1u,0.1,36,0.00122976,0.00354156,0.00427812,1.86941,1.77824,196.697,247.113,312.287,-323.996,2.19639,4.69222,0.130884,1.73925e-08,3.63,1.05555e-08,2.27872e-06,0.432563,4.27812
sf_125c_2.97v_1u_0.1_36,sf,125,2.97,1u,0.1,36,0.00106625,0.0028224,0.00335159,1.83901,1.81728,82.0666,131.766,119.307,-60.2989,2.00869,3.02661,0.0836817,3.25991e-06,2.97002,1.54049e-08,2.54987e-05,0.569427,3.35159
sf_125c_3.30v_1u_0.1_36,sf,125,3.30,1u,0.1,36,0.00109774,0.00286632,0.00340376,1.8456,1.79894,93.9584,143.835,131.73,-71.979,2.08859,3.07541,0.0954797,3.66919e-06,3.29998,2.5481e-08,-2.28448e-05,0.565425,3.40376
sf_125c_3.63v_1u_0.1_36,sf,125,3.63,1u,0.1,36,0.00112725,0.00290439,0.00344698,1.83218,1.79513,98.201,148.13,161.774,-50.8065,2.16459,3.10915,0.0626517,4.14659e-06,3.63,2.01964e-08,4.56313e-06,0.562702,3.44698
sf_27c_2.97v_1u_0.1_36,sf,27,2.97,1u,0.1,36,0.00110321,0.00312217,0.00374405,1.86535,1.81076,114.29,164.149,173.302,-90.5389,2.11132,3.07573,0.123373,7.74207e-09,2.97,1.30225e-08,-5.03768e-06,0.495305,3.74405
sf_27c_3.30v_1u_0.1_36,sf,27,3.30,1u,0.1,36,0.00113545,0.00316911,0.00380191,1.85825,1.79977,120.65,170.836,191.523,-170.906,2.19209,2.6201,0.0999688,1.54904e-08,3.29998,1.53293e-08,-1.62578e-05,0.491724,3.80191
sf_27c_3.63v_1u_0.1_36,sf,27,3.63,1u,0.1,36,0.00116455,0.00320767,0.00384659,1.84549,1.81299,149.614,199.895,237.793,-122.301,2.26869,2.92718,0.0678427,2.10966e-08,3.63002,8.34149e-09,1.57955e-05,0.489448,3.84659
ss_-40c_2.97v_0.33u_0.001_36,ss,-40,2.97,0.33u,0.001,36,0.00147,0.0045576,0.0055149,2.04018,1.79647,96.7437,144.779,251.676,-168.031,1.59774,2.04705,0.464725,1.11478e-09,2.96998,1.35586e-08,-2.50524e-05,0.323876,5.5149
ss_-40c_2.97v_0.33u_0.5_36,ss,-40,2.97,0.33u,0.5,36,0.00147,0.0045576,0.0055149,2.02417,1.7857,104.169,153.45,701.709,-541.701,1.59772,3.93724,0.448122,2.36231e-08,2.96998,1.17497e-08,-2.0627e-05,0.323876,5.5149
ss_-40c_2.97v_1u_0.1_1e9,ss,-40,2.97,1u,0.1,1e9,0.0014953,0.00456643,0.00551671,1.80797,1.80524,5.2672,5.27707,5.25265,-0.00128841,1.59771,2.96969,0.000500018,1.80331,2.97001,1.21392e-08,5.6986e-06,0.325613,5.51671
ss_-40c_2.97v_1u_0.1_36,ss,-40,2.97,1u,0.1,36,0.00146998,0.0045576,0.00551491,1.90692,1.7786,112.91,162.712,123.259,-56.2564,1.59772,3.95562,0.208699,4.72409e-09,2.96998,1.65517e-08,-1.74584e-05,0.323874,5.51491
ss_-40c_2.97v_4.7u_0.001_36,ss,-40,2.97,4.7u,0.001,36,0.00147044,0.0045576,0.00551499,1.80709,1.79948,15.8827,51.9142,3.37649,-0.754232,1.59773,2.9697,1.9632e-09,0.00882606,2.96998,1.37513e-08,-1.61726e-05,0.323922,5.51499
ss_-40c_2.97v_4.7u_0.5_36,ss,-40,2.97,4.7u,0.5,36,0.00146992,0.0045576,0.00551499,1.87777,1.79283,157.711,209.877,446.522,-316.409,1.59771,2.8926,0.107472,0.00936444,2.97001,1.03563e-08,7.84192e-06,0.323868,5.51499
ss_-40c_3.30v_1u_0.1_36,ss,-40,3.30,1u,0.1,36,0.00152554,0.00466214,0.00568073,1.92358,1.79538,171.265,221.884,201.498,-59.0509,1.59819,3.07072,0.201964,-2.01291e-09,3.30002,1.02275e-08,2.30049e-05,0.318817,5.68073
ss_-40c_3.63v_0.33u_0.001_36,ss,-40,3.63,0.33u,0.001,36,0.00157111,0.00473206,0.00577106,2.00119,1.67497,105.035,152.165,248.213,-164.985,1.5987,2.73495,0.440431,8.52566e-09,3.63,1.30425e-08,-4.55136e-06,0.316361,5.77106
ss_-40c_3.63v_0.33u_0.5_36,ss,-40,3.63,0.33u,0.5,36,0.0015711,0.00473206,0.00577105,1.98064,1.78687,119.799,172.969,990.458,-546.202,1.5987,2.92268,0.347147,4.25906e-08,3.62997,1.59351e-08,-2.88751e-05,0.31636,5.77105
ss_-40c_3.63v_1u_0.1_1e9,ss,-40,3.63,1u,0.1,1e9,0.00165152,0.00473356,0.00576858,1.80564,1.80328,5.10369,5.11652,5.08879,-0.00126291,1.59877,3.62962,0.000496877,1.80135,3.62999,1.23299e-08,-6.10682e-06,0.32446,5.76858
ss_-40c_3.63v_1u_0.1_36,ss,-40,3.63,1u,0.1,36,0.00157109,0.00473206,0.00577106,1.89255,1.78146,155.885,205.585,211.351,-94.9331,1.59873,3.83116,0.164076,2.29671e-08,3.62994,2.35425e-08,-6.01177e-05,0.316359,5.77106
ss_-40c_3.63v_4.7u_0.001_36,ss,-40,3.63,4.7u,0.001,36,0.00157279,0.00473339,0.00577239,1.80509,1.7994,15.5614,51.643,3.30774,-0.636022,1.59846,3.62963,4.77642e-09,0.00882472,3.62998,1.52315e-08,-2.488e-05,0.316396,5.77239
ss_-40c_3.63v_4.7u_0.5_36,ss,-40,3.63,4.7u,0.5,36,0.00157228,0.0047333,0.0057723,1.88468,1.81855,168.101,220.428,891.411,-321.453,1.59847,3.24174,0.112759,0.00937451,3.63003,8.43773e-09,3.29655e-05,0.316354,5.7723
ss_125c_2.97v_0.33u_0.001_36,ss,125,2.97,0.33u,0.001,36,0.00130446,0.00368458,0.00442341,1.94223,1.70945,78.9532,126.55,192.367,-158.14,2.05678,2.17625,0.361675,4.81563e-08,2.96995,3.30879e-08,-5.43939e-05,0.420147,4.42341
ss_125c_2.97v_0.33u_0.5_36,ss,125,2.97,0.33u,0.5,36,0.00130446,0.00368458,0.00442341,1.93088,1.73039,83.4174,132.513,530.635,-301.356,2.05678,2.21649,0.31173,9.43544e-08,2.96994,3.74209e-08,-6.47568e-05,0.420147,4.42341
ss_125c_2.97v_1u_0.1_1e9,ss,125,2.97,1u,0.1,1e9,0.00130492,0.00366554,0.00441238,1.8069,1.8035,4.04403,4.05673,4.04066,-0.00103244,2.05681,2.96975,0.000410518,1.8016,2.97,1.88695e-08,4.90886e-06,0.423618,4.41238
ss_125c_2.97v_1u_0.1_36,ss,125,2.97,1u,0.1,36,0.00130441,0.00368457,0.0044234,1.86081,1.80217,85.3646,134.916,108.669,-50.6785,2.05681,2.18118,0.110869,5.51297e-08,2.96996,2.66017e-08,-4.46476e-05,0.42014,4.4234
ss_125c_2.97v_4.7u_0.001_36,ss,125,2.97,4.7u,0.001,36,0.00129913,0.00368458,0.00442343,1.80538,1.79923,13.3737,52.1354,2.84437,-0.661399,2.05681,2.96976,2.0711e-09,0.00882346,2.97,2.06199e-08,-7.57909e-07,0.419208,4.42343
ss_125c_2.97v_4.7u_0.5_36,ss,125,2.97,4.7u,0.5,36,0.00130271,0.00368458,0.00442343,1.85205,1.78789,107.26,158.716,361.346,-116.079,2.0568,3.25716,0.0798975,0.00936227,2.96998,2.20075e-08,-1.75103e-05,0.419838,4.42343
ss_125c_3.30v_1u_0.1_36,ss,125,3.30,1u,0.1,36,0.00135703,0.00376686,0.00452923,1.86102,1.83144,92.281,141.878,117.148,-56.3449,2.0586,2.65945,0.126741,5.52728e-08,3.3,2.02404e-08,-2.15459e-06,0.414967,4.52923
ss_125c_3.63v_0.33u_0.001_36,ss,125,3.63,0.33u,0.001,36,0.00140285,0.00383113,0.00460593,1.93371,1.85519,92.9788,141.346,218.169,-158.36,2.05927,2.89338,0.321729,6.6203e-08,3.62997,2.72435e-08,-2.71732e-05,0.411814,4.60593
ss_125c_3.63v_0.33u_0.5_36,ss,125,3.63,0.33u,0.5,36,0.00140285,0.00383113,0.00460593,1.90812,1.85097,92.9943,143.455,610.432,-419.947,2.05925,3.34316,0.256339,7.20614e-08,3.62999,2.56032e-08,-7.06e-06,0.411814,4.60593
ss_125c_3.63v_1u_0.1_1e9,ss,125,3.63,1u,0.1,1e9,0.00134473,0.00384139,0.00459079,1.80423,1.80109,3.98943,4.00556,3.98529,-0.00102329,2.05921,3.62972,0.000406995,1.79919,3.63002,1.98549e-08,1.6355e-05,0.400535,4.59079
ss_125c_3.63v_1u_0.1_36,ss,125,3.63,1u,0.1,36,0.00140298,0.00383129,0.00460609,1.84435,1.79858,98.9164,148.665,129.262,-75.5313,2.05921,2.84588,0.107026,6.52657e-08,3.63001,1.98602e-08,5.47863e-06,0.411809,4.60609
ss_125c_3.63v_4.7u_0.001_36,ss,125,3.63,4.7u,0.001,36,0.00140548,0.00383129,0.0046061,1.80364,1.79908,13.3301,51.9766,2.83498,-0.63993,2.05921,3.62972,3.11828e-09,0.00882032,3.63,2.13592e-08,-2.98314e-06,0.412233,4.6061
ss_125c_3.63v_4.7u_0.5_36,ss,125,3.63,4.7u,0.5,36,0.0014029,0.00383129,0.0046061,1.85875,1.8337,119.432,171.087,513.02,-160.827,2.05922,3.02914,0.0844099,0.00934525,3.63,2.00727e-08,4.72266e-06,0.411795,4.6061
ss_27c_2.97v_1u_0.1_36,ss,27,2.97,1u,0.1,36,0.00136959,0.00410084,0.00495146,1.88643,1.78171,103.096,152.782,122.29,-54.7412,1.79986,2.3666,0.16702,-8.94775e-09,2.97006,-2.16184e-09,5.91519e-05,0.366133,4.95146
ss_27c_3.30v_1u_0.1_36,ss,27,3.30,1u,0.1,36,0.00142418,0.00419479,0.00508408,1.88856,1.74283,112.684,162.443,138.092,-86.6565,1.8004,4.1388,0.164399,6.57252e-09,3.29998,1.53587e-08,-1.88137e-05,0.360931,5.08408
ss_27c_3.63v_1u_0.1_36,ss,27,3.63,1u,0.1,36,0.00147068,0.00426319,0.00516901,1.86555,1.82073,116.797,166.967,160.526,-128.892,1.80089,2.7441,0.140387,8.05701e-09,3.63,1.25126e-08,3.34079e-06,0.358101,5.16901
tt_-40c_2.97v_0.33u_0.001_36,tt,-40,2.97,0.33u,0.001,36,0.00114136,0.00341391,0.00411783,1.99505,1.8108,99.5272,148.509,245.534,-162.913,2.19337,2.12553,0.394318,1.65166e-09,2.96998,1.67541e-08,-2.24712e-05,0.440034,4.11783
tt_-40c_2.97v_0.33u_0.5_36,tt,-40,2.97,0.33u,0.5,36,0.00114136,0.00341391,0.00411783,1.98886,1.83455,125.446,176.296,1037.69,-1197.5,2.19335,2.15846,0.376569,6.527e-09,2.97,9.95627e-09,-4.09105e-06,0.440034,4.11783
tt_-40c_2.97v_1u_0.1_1e9,tt,-40,2.97,1u,0.1,1e9,0.00109317,0.00341324,0.00411577,1.80668,1.80287,6.16781,6.18045,6.1413,-0.0010867,2.19339,2.9699,0.000423102,1.80096,2.97,7.67629e-09,3.66182e-06,0.431021,4.11577
tt_-40c_2.97v_1u_0.1_36,tt,-40,2.97,1u,0.1,36,0.00114135,0.00341391,0.00411783,1.89372,1.78044,155.822,205.959,245.212,-99.3658,2.19336,3.14199,0.185068,3.66669e-09,2.96999,9.51857e-09,-8.3076e-06,0.440032,4.11783
tt_-40c_2.97v_4.7u_0.001_36,tt,-40,2.97,4.7u,0.001,36,0.00114418,0.00341391,0.00411784,1.80598,1.79947,19.0354,52.3249,4.04649,-0.805729,2.19336,2.9699,2.97132e-09,0.00882697,2.97001,3.9475e-09,7.05366e-06,0.440581,4.11784
tt_-40c_2.97v_4.7u_0.5_36,tt,-40,2.97,4.7u,0.5,36,0.0011414,0.00341391,0.00411784,1.88065,1.77513,156.25,208.587,985.813,-421.336,2.19334,4.06083,0.106336,0.0093748,2.96996,2.1258e-08,-4.50397e-05,0.440042,4.11784
tt_-40c_3.30v_1u_0.1_36,tt,-40,3.30,1u,0.1,36,0.00117667,0.0034712,0.00419564,1.88924,1.8204,197.681,248.312,334.954,-131.192,2.19557,3.35307,0.174615,8.20741e-09,3.29999,1.46034e-08,-1.37714e-05,0.435819,4.19564
tt_-40c_3.63v_0.33u_0.001_36,tt,-40,3.63,0.33u,0.001,36,0.0012092,0.00351619,0.00424978,1.95994,1.74525,112.462,162.012,269.51,-162.08,2.19562,4.43257,0.359033,1.39226e-08,3.63001,1.07669e-08,1.58736e-05,0.433465,4.24978
tt_-40c_3.63v_0.33u_0.5_36,tt,-40,3.63,0.33u,0.5,36,0.0012092,0.00351619,0.00424978,1.96677,1.72596,144.921,196.897,1198.66,-781.114,2.19558,3.60097,0.33391,3.22643e-08,3.62999,1.62564e-08,-1.5242e-05,0.433465,4.24978
tt_-40c_3.63v_1u_0.1_1e9,tt,-40,3.63,1u,0.1,1e9,0.00122756,0.00351432,0.00424871,1.80498,1.80134,6.08192,6.09796,6.05293,-0.00107496,2.19564,3.62988,0.000419682,1.79943,3.63002,4.35592e-10,2.3587e-05,0.4373,4.24871
tt_-40c_3.63v_1u_0.1_36,tt,-40,3.63,1u,0.1,36,0.00120919,0.00351619,0.00424978,1.87899,1.79922,224.574,275.318,304.679,-205.912,2.19564,3.59857,0.134991,1.12726e-08,3.63001,7.25034e-09,1.09149e-05,0.433463,4.24978
tt_-40c_3.63v_4.7u_0.001_36,tt,-40,3.63,4.7u,0.001,36,0.00120866,0.00351619,0.00424978,1.80441,1.79937,18.902,52.1736,4.01446,-0.65273,2.19564,3.62988,2.37192e-09,0.0088223,3.62999,1.38715e-08,-1.2412e-05,0.433364,4.24978
tt_-40c_3.63v_4.7u_0.5_36,tt,-40,3.63,4.7u,0.5,36,0.00120912,0.00351619,0.00424978,1.8835,1.77582,166.817,219.135,1079.07,-445.819,2.19562,4.08139,0.110405,0.00936905,3.63002,7.4923e-09,1.64539e-05,0.43345,4.24978
tt_125c_2.97v_0.33u_0.001_36,tt,125,2.97,0.33u,0.001,36,0.00102922,0.00277766,0.00330074,1.91317,1.83081,80.1382,128.002,177.876,-158.605,2.08263,3.21427,0.285372,5.08708e-07,2.97,2.13005e-08,2.02039e-06,0.571938,3.30074
tt_125c_2.97v_0.33u_0.5_36,tt,125,2.97,0.33u,0.5,36,0.00102922,0.00277766,0.00330074,1.89956,1.8605,92.3721,142.594,605.417,-365.177,2.08264,2.61321,0.24248,5.44459e-07,2.96996,3.58419e-08,-4.59649e-05,0.571938,3.30074
tt_125c_2.97v_1u_0.1_1e9,tt,125,2.97,1u,0.1,1e9,0.00102467,0.00277129,0.00330622,1.8058,1.80238,4.7518,4.76742,4.7458,-0.000778641,2.08262,2.96946,0.000309217,1.8005,2.97001,2.16783e-08,7.45342e-06,0.572534,3.30622
tt_125c_2.97v_1u_0.1_36,tt,125,2.97,1u,0.1,36,0.00102918,0.00277766,0.00330074,1.84927,1.79157,94.9049,144.657,123.789,-66.1311,2.08262,3.45288,0.0904639,5.10702e-07,2.96999,2.51786e-08,-1.17715e-05,0.571925,3.30074
tt_125c_2.97v_4.7u_0.001_36,tt,125,2.97,4.7u,0.001,36,0.00104059,0.00277766,0.00330076,1.80377,1.7992,16.2644,52.7413,3.45857,-0.705641,2.08262,2.96946,2.73327e-09,0.00882123,2.97002,1.6595e-08,1.88216e-05,0.575682,3.30076
tt_125c_2.97v_4.7u_0.5_36,tt,125,2.97,4.7u,0.5,36,0.00103126,0.00277766,0.00330076,1.85225,1.84063,106.1,157.381,427.442,-196.691,2.08263,2.2963,0.0796135,0.00937219,2.96998,2.55592e-08,-1.67983e-05,0.572607,3.30076
tt_125c_3.30v_1u_0.1_36,tt,125,3.30,1u,0.1,36,0.00106389,0.00282803,0.00336222,1.84097,1.8192,107.493,157.36,155.383,-52.3822,2.16543,2.71205,0.0693251,5.69005e-07,3.3,2.07623e-08,3.91333e-06,0.566848,3.36222
tt_125c_3.63v_0.33u_0.001_36,tt,125,3.63,0.33u,0.001,36,0.00109525,0.00286974,0.00341045,1.90162,1.72319,87.3311,135.816,200.522,-156.218,2.24415,2.94609,0.266065,6.465e-07,3.62997,3.38686e-08,-3.43831e-05,0.563542,3.41045
tt_125c_3.63v_0.33u_0.5_36,tt,125,3.63,0.33u,0.5,36,0.00109525,0.00286974,0.00341045,1.92367,1.75215,107.698,158.703,787.008,-492.922,2.24415,4.65739,0.228331,6.46107e-07,3.63,2.22892e-08,4.3301e-07,0.563542,3.41045
tt_125c_3.63v_1u_0.1_1e9,tt,125,3.63,1u,0.1,1e9,0.00106115,0.00287664,0.00340265,1.80348,1.80019,4.69013,4.71044,4.68233,-0.000766826,2.24416,3.62939,0.000304574,1.79832,3.62997,2.58911e-08,-2.76062e-05,0.550815,3.40265
tt_125c_3.63v_1u_0.1_36,tt,125,3.63,1u,0.1,36,0.00109521,0.00286974,0.00341045,1.83956,1.78464,110.548,160.252,162.406,-69.5166,2.24416,2.9901,0.0721647,6.53235e-07,3.62997,3.30917e-08,-3.59791e-05,0.563529,3.41045
tt_125c_3.63v_4.7u_0.001_36,tt,125,3.63,4.7u,0.001,36,0.00109947,0.00286973,0.00341045,1.80231,1.79902,16.1951,52.6025,3.44363,-0.680373,2.24416,3.6294,7.72792e-09,0.00881883,3.63,2.23283e-08,-2.34103e-06,0.564889,3.41045
tt_125c_3.63v_4.7u_0.5_36,tt,125,3.63,4.7u,0.5,36,0.00109656,0.00286973,0.00341045,1.85248,1.83323,107.755,159.238,596.431,-244.262,2.24417,3.08248,0.0767834,0.00934509,3.62996,3.43576e-08,-3.67603e-05,0.563962,3.41045
tt_27c_2.97v_1u_0.1_36,tt,27,2.97,1u,0.1,36,0.00107099,0.00307845,0.00369088,1.87401,1.80069,117.713,167.74,192.759,-83.6583,2.18417,2.26182,0.146369,1.41077e-09,2.97,1.08773e-08,3.83092e-06,0.498142,3.69088
tt_27c_3.30v_1u_0.1_36,tt,27,3.30,1u,0.1,36,0.00110663,0.00313325,0.00376132,1.87074,1.79562,138.111,188.048,203.655,-103.574,2.26795,3.11217,0.12569,1.17568e-08,3.29997,2.15471e-08,-3.07488e-05,0.493432,3.76132
tt_27c_3.63v_1u_0.1_36,tt,27,3.63,1u,0.1,36,0.00113899,0.00317732,0.0038134,1.85483,1.76772,152.651,204.152,229.671,-180.224,2.3469,3.50156,0.0956799,1.94221e-08,3.62998,1.8215e-08,-2.24085e-05,0.490598,3.8134
